id,question_text,option_a,option_b,option_c,option_d,has_image,image_urls,source_url
242,"I- Hafif para cezası
II- Sürücü belgesinin 6 ay süre ile geri alınması
III- Araç kullanmaktan men cezası
Suçun işlendiği tarihten itibaren 5 yıl içinde; 0,50 promilin üzerinde alkollü olduğu tespit edilen sürücüye, birinci defada aşağıdakilerden hangileri uygulanır?","I - II","I - III","II - III","I - II - III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
243,"Aşağıdaki yaralılardan hangisinin sedyesiz ve oturtularak taşınmasında tehlike yoktur?","Şoka girmiş olan","Omurga kırığı olan","Kalça kemiği kırık olan","Kol kemiği kırık olan",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
244,"Tehlikeli madde taşıyan araçlarda yangın söndürme cihazları aracın neresinde bulundurulmalıdır?","Özel olarak yapılmış kilitli bir yerde","Sadece aracı kullananın bildiği bir yerde","Görülebilen ve erişilmesi kolay olan bir yerde","Motor kaputunun altında veya yangın çıkma ihtimali olan bir yerde",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
245,"Aşağıdakilerden hangisi aracı istenilen yöne sevk eder?","Marş sistemi","Yağlama sistemi","Direksiyon sistemi","Aydınlatma sistemi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
246,"I- Kazanın yeri doğru ve açık şekilde belirtilmelidir.
II- Yaralıların genel durumları ve sayıları bildirilmelidir.
III- Çağrıyı yapan, kimlik bilgilerini ve telefon numarasını vermelidir.
Yukarıdakilerden hangileri ilk yardımda haberleşme ilkelerindendir?","Yalnız I","I - II","II - III","I - II - III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
247,"Şekildeki karşılaşmada öncelikle görev hâlindeki ambulansın geçmesi gerekir.
Bu durum aşağıdakilerden hangisi ile açıklanır?","Otomobilin tali yolda olması","Ambulansın ana yolda olması","Ambulansın geçiş üstünlüğüne sahip olması","Ambulansın diğer araca göre daha güçlü olması",TRUE,"/images/sorular/2kasim2013ehliyetsorulari/soru36.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
248,"B sınıfı sürücü belgesine sahip bir sürücünün kullanabileceği diğer sürücü belgesi sınıfı aşağıdakilerden hangisidir?","A2","E","M","G",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
249,"Aşağıdaki özelliklerden hangisi ilk yardımcıda mutlaka bulunmalıdır?","İyi bir sürücü olmak","Trafik görevlisi olmak","Sağlık personeli olmak","Sakin ve tedbirli olmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
250,"Aşağıdakilerden hangisi motor soğutma suyunun azalmasına sebep olur?","Debriyajın kaçırması","Radyatörün su sızdırması","Isıtma bujilerinin arızalanması","Hararet göstergesinin arızalanması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
251,"Aracın lastikleri ne zaman kontrol edilir?","Günde bir","Haftada bir","Altı ayda bir","Araca binileceği zaman",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
252,"Debriyaj bilyasının sık sık bozulmasının sebebi aşağıdakilerden hangisidir?","Taşıt hareket hâlinde iken debriyaj pedalına yarım basılıyordur.","Debriyaj pedalına hiç basılmıyordur.","Debriyaj pedal boşluğu fazladır.","Debriyaj teli kopmuştur.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
253,"Resimde görülen koruma başlığını, aşağıda verilenlerden hangilerinin kullanması zorunludur?
I- Motosiklet yolcuları
II- Motosiklet sürücüleri
III- Motorlu bisiklet yolcuları
IV- Motorlu bisiklet sürücüleri","I ve II","III ve IV","I, II ve III","I, II, III ve IV",TRUE,"/images/sorular/13aralik2014ehliyetsorulari/soru36.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
254,"I. Dikkatin dağılması
II. Kural ihlallerinin artması
III. Sabırsızlık ve tahammülsüzlüğün azalması

Verilenlerden hangilerinin, trafikte öfke duygusuna kapılan sürücülerde görülme olasılığı diğer sürücülere göre daha fazladır?","Yalnız I","I ve II","II ve III","I, II ve III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-17.html"
255,"Aşağıdakilerden hangisi bölünmüş kara yoludur?","","","","",TRUE,"/images/sorular/27haziran/soru16cevapa.jpg;/images/sorular/27haziran/soru16cevapb.jpg;/images/sorular/27haziran/soru16cevapc.jpg;/images/sorular/27haziran/soru16cevapd.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
256,"Motor yağ filtresi, hangi yağın temizlenmesinde kullanılır?","Motor yağının","Vites kutusu yağının","Diferansiyel yağının","Direksiyon kutusu yağının",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
257,"Otobüs, kamyon, minibüs, kamyonet ve çekicilere bir yaş sonunda ve devamında kaç yılda bir muayene yaptırılması zorunludur?","4","3","2","1",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
258,"Aşağıdakilerden hangisi en hafif olup, iz bırakmayan yanıklardır?","Birinci derece yanıklar","İkinci derece yanıklar","Üçüncü derece yanıklar","Kas tabakasını etkileyen yanıklar",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
259,"Tabloda, kandaki alkol miktarına bağlı olarak sürücülerin kaza yapma riskindeki artışlar verilmiştir. Tabloya göre aşağıdakilerden hangisi kesinlikle söylenir?","Alkolün her sürücüde aynı etkiyi göstermediği","Alkol tüketiminin ülkemizde çok yoğun olduğu","Kaza yapma riskinin kandaki alkol miktarına bağlı olarak arttığı","Az miktarda alınan alkolün sürücünün refleksini güçlendirdiği",TRUE,"/images/10sinav10/soru73.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
260,"Aşağıdakilerden hangisi sürücülerden beklenen olumlu davranış özelliklerindendir?","Kızgın biçimde kornaya basmak","Sürüş sırasında aceleci davranmak","Başkalarının hakkına saygılı olmak","Dar yolda, gelen araçlarla inatlaşmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
261,"Aşağıdakilerden hangisi ilk yardımın temel kurallarından biri değildir?","İlk yardımcı önce kendini emniyete almalıdır.","İlk yardımcı emin olmadığı uygulamalardan kaçınmalıdır.","Tıbbi yardım gelene kadar hiçbir uygulama yapılmamalıdır.","Kazazedelere müdahale hızlı ancak sakin bir şekilde yapılmalıdır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
262,"Soluk yoluna yabancı cisim kaçmış bir kazazedenin;konuşamadığını, nefes alamadığını, renginin morardığını ve acı çekerek ellerini boğazına götürdüğünü gözlemlediniz. Bu belirtiler kazazedede hangi tür tıkanma olduğunu gösterir?","Tam tıkanma","Kısmi tıkanma","Damar tıkanması","Solunum durması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
263,"""İki otomobil eğimli bir yerde karşılaştıklarında eğimli yola çıkan aracın üstünlüğü vardır."" Buna rağmen yoğun kar sonucu buzlanan eğimli yolda yokuş çıkan aracın sürücüsü inen aracın geçişini kolaylaştırması ne gibi bir kişilik özelliğine sahip olduğunu gösterir?","Öfkeli","Yetenekli","Sabırsız","Hoşgörülü",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
264,"Aşağıdakilerden hangisi, kaza sonrası güvenli bir ortamın oluşturulması için yapılması gereken uygulamalardandır?","Yardımı güçleştirecek meraklı kişilerin olay yerinden uzaklaştırılması","Olay yerinin diğer araç sürücüleri tarafından görünmesinin engellenmesi","Araç LPG´li ise bagajında bulunan tüpün vanasının kapatılmaması","Kazaya uğrayan aracın kontağının açık bırakılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
265,"Aksine bir durum yoksa, otoyollarda yolcu sepetsiz iki tekerlekli motosikletlerin azami hız sınırı saatte kaç kilometredir?","70","80","90","100",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
266,"120 Km hızla giden bir otomobilin öndeki araç ile olan takip mesafesi en az kaç metre olmalıdır?","60","70","80","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
267,"Şekle göre hangi numaralı şerit sürekli işgal edilemez?","1","2","3","1 ve 3",TRUE,"/images/10sinav15/soru63.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
268,"Kalbi çalıştığı hâlde solunumu durmuş olanlara yapılacak suni solunuma ne kadar devam edilir?","10 dakika","15 dakika","Kalbi daha hızlı çalışana kadar","Hasta kendi kendine soluyuncaya kadar",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
269,"Aşağıdakilerden hangisi bilinç kaybının başlıca nedenlerinden biri değildir?","Bayılma","Beyin kanaması","Yüzün kızarması","Aşırı dozda alkol alımı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
270,"""88-89 Kuralı"" olarak bilinen ve bu sayıları ardı ardına söylemek için geçen sürede alınan yol, aşağıdakilerden hangisini ifade etmektedir?","Fren mesafesini","Duruş mesafesini","Takip mesafesini","İntikal mesafesini",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
271,"Şekildeki gibi bir kavşakta karşılaşan araçların geçiş hakkı sıralaması nasıl olmalıdır?","1 - 2 - 3 - 4","1 - 2 - 4 - 3","2 - 1 - 4 - 3","4 - 1 - 2 - 3",TRUE,"/images/23araliksorulari/27.png","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
272,"2918 sayılı trafik kanununa göre ilk defa sürücü belgesi alanlar ile herhangi bir sebeple sürücü belgesi iptal edilmiş olup da yeniden sürücü belgesi alanlar, belgenin alındığı tarihten itibaren kaç yıl süreyle aday sürücü olarak kabul edilir?","2","3","5","10",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
273,"“Vücut dokularının oksijen, besin, hormon, bağışıklık ve benzeri elemanlarını taşıyarak yeniden geriye toplayan sistemdir.” Yukarıdaki açıklama, vücudu oluşturan sistemlerden hangisine aittir?","Hareket sistemi","Sindirim sistemi","Dolaşım sistemi","Boşaltım sistemi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
274,"Dizel motor kullanan bir araca yanlışlıkla benzin konulması durumunda aşağıdakilerden hangisinin yapılması uygundur?","Aracın düşük hızda sürülmesi","Yakıt deposunun boşaltılması","Aracın yüksek devirde kullanılması","Lastik hava basınçlarının düşürülmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
275,"Şekildeki trafik işaretini gören sürücünün aşağıdakilerden hangisini yapması yanlıştır?","Yolu kontrol etmesi","Aracının hızını azaltması","Yayaları ikaz ederek geçmesi","Geçiş hakkını yayalara vermesi",TRUE,"/images/10sinav6/soru39.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
276,"Trafik sıkışıklığından dolayı aracıyla sürekli dur-kalk yapan ve bu durumdan bunalan bir sürücünün aşağıdakilerden hangisini yapması doğrudur?","Boş şerit gördüğü an şerit değiştirmeli","Güvenlik şeridinden devam etmeli","Aracı havalandırarak nefes egzersizi yapmalıdır","Müziği sonuna kadar açmalıdır",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
277,"Aşağıdakilerden hangisi ilk yardımın ABC'si içinde yer almaz?","Hava yolu açıklığının değerlendirilmesi","Kan dolaşımının değerlendirilmesi","Solunumun değerlendirilmesi","Sindirimin değerlendirilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
278,"Şekildeki durumda sürücünün hangisini yapması zorunludur?","Uygun mesafede mutlaka durması","Sola dönecekse, durmadan seyrini sürdürmesi","Sağa dönecekse, durmadan seyrini sürdürmesi","İleri yönde gidecekse, durmadan seyrini sürdürmesi",TRUE,"/images/sorular/27haziran/soru26.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
279,"Aşağıdakilerden hangisinin kaza anında kırılması hâlinde, akciğerlere batarak zarar verme ihtimali daha fazladır?","Kaburga kemiği","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
280,"Aşağıdakilerden hangisi dokunun tanımıdır?","Kanın vücudumuzda dolaşmasını sağlayan organlardır.","Vücudun canlılık fonksiyonlarını yerine getiren, aynı yapı ve görevdeki hücreler topluluğudur.","Hücreleri oluşturan küçük organ topluluklarıdır.","Yediğimiz gıdaların sindirilerek vücudumuza yararlı hale getirilmesi işlemidir.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
281,"Köprücük kemiği kırıklarında yaralının hangi bölgesi tespit edilir?","Omuz","El","Kalça","Göğüs",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
282,"Motora alınan hava içerisindeki toz ve kum zerrelerini aşağıdakilerden hangisi temizler?","Karbüratör","Hava filtresi","Emme supabı","Emme manifoldu",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
283,"Akaryakıt istasyonundan yola çıkmak isteyen şekildeki 2 numaralı araç sürücüsü ne yapmalıdır?","Selektör yaparak 1 numaralı aracı durdurmalıdır.","Korna çalıp 1 numaralı aracı yavaşlatmalıdır.","1 numaralı aracın geçmesini beklemelidir.","Geçiş hakkını kendi kullanmalıdır.",TRUE,"/images/10sinav11/soru59.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
284,"Ağızdan ağıza suni solunum yapılacak olan kazazedede boyun travması yoksa, verilecek en doğru pozisyon aşağıdakilerden hangisidir?","Yastıksız olarak sırtüstü yatırılması","Başının altına yastık konularak sırtüstü yatırılması","Sırtüstü yatar pozisyonda iken başının geriye doğru olması","Sırtüstü yatar pozisyonda iken çenesinin göğsüne değecek şekilde olması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
285,"Aşağıdakilerin hangisinde 1 numaralı aracın sürücüsü geçme yasağına uymamıştır?","","","","",TRUE,"/images/sorular/18ekim2014ehliyetsorulari/soru25cevapa.jpg;/images/sorular/18ekim2014ehliyetsorulari/soru25cevapb.jpg;/images/sorular/18ekim2014ehliyetsorulari/soru25cevapc.jpg;/images/sorular/18ekim2014ehliyetsorulari/soru25cevapd.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
286,"Aracın gösterge panelinde bulunan şekildeki gösterge sürücüye neyi bildirir?","Aracın hızını","Yakıt miktarını","Motor sıcaklığını","Motor devir sayısını",TRUE,"/images/10sinav5/soru110.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
287,"Kara yolunda, motorlu veya motorsuz bir aracı veya taşıtı sevk ve idare eden kişiye ne ad verilir?","Şoför","Sürücü","İşleten","Araç sahibi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
288,"Sürüş sırasında aracın gösterge panelinde bulunan şekildeki ikaz ışığının yanması sürücüye neyi bildirir?","Şarj sisteminin çalışmadığını","Yağ basıncının çok düştüğünü","Lastikte basınç kaybı olduğunu","Soğutma suyu sıcaklığının aşırı yükseldiğini",TRUE,"/images/sorular/14haziran2014ehliyetsorulari/soru44.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
289,"Aksine bir durum yoksa, şekildeki ışıklı trafik işaret cihazına göre sürücüler ok yönündeki dönüşü ne zaman yapmalıdır?","Oklu ışık sarı yandığında","Oklu ışık yeşil yandığında","Oklu ışık kırmızı yandığında","Sarı ve kırmızı oklu ışık birlikte yandığında",TRUE,"/images/sorular/12temmuz2014ehliyetsorulari/soru18.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
290,"Aracın gösterge panelinde aşağıdaki ikaz ışıklarından hangisinin yanıyor olması, el freninin çekili olduğunu gösterir?","","","","",TRUE,"/images/10sinav10/soru110a.gif;/images/10sinav10/soru110b.gif;/images/10sinav10/soru110c.gif;/images/10sinav10/soru110d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
291,"Aşağıdakilerden hangisi, kazazedeye şok pozisyonu verilirken izlenmesi gereken işlem basamaklarındandır?","Bacaklarının altına çarşaf, battaniye, yastık, kıvrılmış giysi","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
292,"Şekildeki gibi eğimsiz iki yönlü dar yoldaki karşılaşmada 2 numaralı aracın sürücüsü ne yapmalıdır?","U dönüşü yapmalı","1 numaralı araca yol vermeli","İlk geçiş hakkını kendisi kullanmalı","1 numaralı aracın sürücüsünü ikaz edip durdurmalı",TRUE,"/images/10sinav3/soru63.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
293,"Kalp atımları alınamayan yetişkin bir insana, şekildeki gibi pozisyon verilerek yapılan dış kalp masajında, göğüs kemiğine uygulanan baskı ne kadar çökme sağlamalıdır?","1 cm","2 cm","5 cm","6 cm",TRUE,"/images/sorular/22mart2015ehliyetsoruvecevaplari/soru4.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
294,"Trafik zabıtası veya yetkililerce Kanunda ve yönetmelikte belirtilen hâllerde araçla ilgili belgelerin alınması ve aracın belirli bir yere çekilerek trafikten alıkonulmasına ne denir?","Trafik suçu","Trafik terörü","Trafik kusuru","Trafikten men",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
295,"Aşağıdakilerden hangisi kesik şeklindeki yaralanmalarda yapılan ilk yardım uygulamalarındandır?","Kesilen bölgenin kalp seviyesinin altında kalmasını sağlamak","Yara kenarlarını birbirine yaklaştırdıktan sonra sarmak","Yara üzerini tentürdiyotlu pamukla sarıp sıcak tutmak","Yara üzerine alkol döküp açık bırakmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
296,"Egzoz emisyon ölçümünün yapılması, araçların çevreye verdiği zararlardan hangisini önlemeye yönelik bir uygulamadır?","Görüntü kirliliğini","Gürültü kirliliğini","Hava kirliliğini","Su kirliliğini",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
297,"Araçlarda yakıt tasarrufu sağlamak için aşağıdakilerden hangisi yapılmalıdır?","Termostat çıkartılmalı","Eskimiş bujiler değiştirilmeli","Lastiklerin hava basıncı indirilmeli","Motor yüksek devirde çalıştırılmalı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
298,"Sürücüler dönüşlerde aşağıdakilerden hangisini yapmak zorundadır?","Arkadan gelen araçlara yol vermek","Dönmeye başladıktan sonra işaret vermek","İşaret verdiği anda aniden şerit değiştirmek","Niyetini dönüş lambasıyla önceden bildirmek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
299,"Emniyet Genel Müdürlüğünün yetki alanı dışındaki yerlerde, trafiğin düzenlenmesi ve denetlenmesini hangi kuruluş yerine getirir?","İl Özel İdareleri","Afet İşleri Genel Müdürlüğü","Jandarma Genel Komutanlığı","Sivil Savunma Genel Müdürlüğü",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
300,"Aşağıdakilerden hangisi sorumluluk duygusuna sahip bir sürücünün özelliklerindendir?","Trafik kurallarını önemsemeden araç kullanması","Davranışlarının sonuçlarını düşünerek hareket etmesi","Sevdiklerinin hayatını tehlikeye atmaktan çekinmemesi","Kendi yetki alanına giren herhangi bir olayı başkalarının üstlenmesini beklemesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
301,"Aşağıdakilerden hangisi öfkenin vücutta ortaya çıkardığı fizyolojik tepkilerden biri değildir?","Yüzün kızarması","Kaşların çatılması","Yumrukların sıkılması","Kontrollü davranılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
302,"Şekle göre, hangi numaralı araç sürücüsünün yaptığı, öndeki aracı geçme kuralına aykırıdır?","1","2","3","4",TRUE,"/images/sorular/29haziran2013ehliyetsorulari/soru36.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
303,"Şekildeki trafik işaretinin anlamı nedir?","Dur","Durak","Devam et","",TRUE,"/images/deneme4/19.png","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
304,"Aralıklı olarak yanıp sönen kırmızı ışıkta sürücü ne yapmalıdır?","Yavaşlayıp yolu kontrol ederek geçmeli","Durmalı, trafik uygunsa devam etmeli","Yeşil ışık yanıncaya kadar durmalı","Durmadan dikkatli geçmeli",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-20.html"
305,"Haziran Ehliyet Deneme Soruları 18","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
306,"1-Sürücü belgesi
2-Mali zorunluluk sigortası
3-Trafik belgesi
4-Geçerli egzoz muayenesi

Trafik polisinin istemesi halinde yukarıda verilenlerden hangisinin gösterilmesi zorunludur?","1,2","1,3","2,4","Hepsi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
307,"Trafik kazalarında ölümlerin % 80’i kafatası ve omurga yaralanmalarından olmaktadır. Bu yaralanmalarda bilinçli ilk yardım, sakatlıkları önler ve hayatı kurtarır.

Buna göre, aşağıdakilerden hangisi kafatası ve omurga yaralanmalarında yapılması gereken ilk yardım uygulamalarındandır?","Kazazedenin yalnız bırakılması","Baş-boyun-gövde ekseninin korunması","Bilinci açıksa hareket etmesinin sağlanması","Hava yolu açıklığını sağlamak için koma pozisyonu verilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
308,"• Kaza sonrası meydana gelen maddi hasar miktarı
• İş gücü kaybının yanı sıra yaralıların tedavi süreçleri ve maliyeti

Trafik kazalarıyla ilgili olarak verilenler, aşağıdakilerden hangisini olumsuz yönde etkiler?","Ülke ekonomisini","Kasko sigortasının önemini","Bireylerde trafik bilincinin oluşmasını","Taşıt güvenlik donanımlarının gelişimini",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
309,"Şekildeki trafik işareti neyi bildirir?","Kamyonların öndeki taşıtı geçmesinin yasak olduğunu","Kamyonlar için geçme yasağının sonu olduğunu","Tehlikeli madde taşıyan taşıtın giremeyeceğini","Geçme yasağının sona erdiğini",TRUE,"/images/10sinav14/soru69.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
310,"Şekilde soru işareti (?) ile gösterilen motor soğutma sistemi parçasının adı nedir?","Radyatör","Vantilatör","Kompresör","Hararet müşiri",TRUE,"/images/10sinav10/soru104.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
311,"Şekildeki trafik işaretini gören sürücünün aşağıdakilerden hangisini yapması yanlıştır?","Yolu kontrol etmesi","Aracını yavaşlatması","Takip mesafesini azaltması","O bölgeden dikkatli geçmesi",TRUE,"/images/10sinav3/soru38.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
312,"Aşağıdakilerden hangisi, delici karın yaralanmalarında yapılan doğru ilk yardım uygulamalarındandır?","Ağızdan yiyecek ya da içecek verilmesi","Dışarı çıkan organların içeri sokulmaya çalışılması","Isı kaybını önlemek için kazazedeye soğuk uygulama yapılması","Kazazedenin bilinci yerindeyse sırtüstü pozisyonda bacaklar bükülmüş olarak yatırılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
313,"Şekildeki trafik işareti neyi bildirir?","Tünel yaklaşımını","Sola mecburi yönü","Sola tehlikeli devamlı virajı","Dönel kavşak yaklaşımını",TRUE,"/images/10sinav9/soru38s.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
314,"Kaza sonrasında oluşan sağlık sorunlarını en aza indirmeyi amaçlayan uygulamalara ne ad verilir?","Trafik","Girişim","İlk yardım","Yöntem",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
315,"İşaret levhalarıyla ilgili olarak aşağıdaki davranışlardan hangisi trafiği tehlikeye düşürmez?","Yerlerinin değiştirilmesi","Üzerlerine yazı yazılması","Eskiyenlerin yenileriyle değiştirilmesi","Görülmesi engellenecek şekilde araç park edilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
316,"Şekildeki araç sürücüsü dönel kavşaktan geriye dönüş yapmak için hangi şeridi izlemelidir?","1 numaralı şeridi","2 numaralı şeridi","3 numaralı şeridi","İstediği şeridi",TRUE,"/images/10sinav12/soru48.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
317,"Aşağıdakilerden hangisi araçlarda egzoz gaz emisyonlarını azaltmak için kullanılır?","Egzoz supabı","Emme manifoldu","Egzoz manifoldu","Katalitik konvertör",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
318,"Aşağıdakilerden hangisi, ülkemizde trafik kazalarında can ve mal kaybının, gelişmiş ülkelerden daha fazla olmasının nedenlerinden değildir?","Trafik kurallarına uyulmaması","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
319,"Aşağıdakilerden hangisi trafikte çevreyi korumaya yönelik davranışlardandır?","Sigara izmaritlerinin araç dışına atılması","Motor yağı, asit vb. maddelerin toprağa dökülmesi","Dökülecek, tozacak ve taşacak şekilde yük taşınması","Zorunluluk dışında korna çalmaktan uzak durulması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
320,"Aşağıdakilerden hangisi trafikte sürücülerden beklenen olumlu davranış özelliklerindendir?","Kendi kendine kurallar koymak","Bencilce davranışlarda bulunmak","Paylaşmayı bilmek ve saygılı olmak","Saygıyı öncelikle başkalarından beklemek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
